Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
DXXPT43Y,y-coordinates of outline points 44,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT44X,x-coordinates of outline points 45,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT44Y,y-coordinates of outline points 45,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT45X,x-coordinates of outline points 46,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT45Y,y-coordinates of outline points 46,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT46X,x-coordinates of outline points 47,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT46Y,y-coordinates of outline points 47,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT47X,x-coordinates of outline points 48,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT47Y,y-coordinates of outline points 48,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT48X,x-coordinates of outline points 49,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT48Y,y-coordinates of outline points 49,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT49X,x-coordinates of outline points 50,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT49Y,y-coordinates of outline points 50,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT4X,x-coordinates of outline points 5,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT4Y,y-coordinates of outline points 5,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT50X,x-coordinates of outline points 51,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT50Y,y-coordinates of outline points 51,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT51X,x-coordinates of outline points 52,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT51Y,y-coordinates of outline points 52,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT52X,x-coordinates of outline points 53,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT52Y,y-coordinates of outline points 53,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT53X,x-coordinates of outline points 54,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT53Y,y-coordinates of outline points 54,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT54X,x-coordinates of outline points 55,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT54Y,y-coordinates of outline points 55,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT55X,x-coordinates of outline points 56,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT55Y,y-coordinates of outline points 56,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT56X,x-coordinates of outline points 57,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT56Y,y-coordinates of outline points 57,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT57X,x-coordinates of outline points 58,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT57Y,y-coordinates of outline points 58,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT58X,x-coordinates of outline points 59,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT58Y,y-coordinates of outline points 59,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT59X,x-coordinates of outline points 60,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT59Y,y-coordinates of outline points 60,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT5X,x-coordinates of outline points 6,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT5Y,y-coordinates of outline points 6,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT60X,x-coordinates of outline points 61,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT60Y,y-coordinates of outline points 61,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT61X,x-coordinates of outline points 62,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT61Y,y-coordinates of outline points 62,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT62X,x-coordinates of outline points 63,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT62Y,y-coordinates of outline points 63,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT63X,x-coordinates of outline points 64,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT63Y,y-coordinates of outline points 64,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT64X,x-coordinates of outline points 65,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT64Y,y-coordinates of outline points 65,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT65X,x-coordinates of outline points 66,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT65Y,y-coordinates of outline points 66,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT66X,x-coordinates of outline points 67,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT66Y,y-coordinates of outline points 67,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT67X,x-coordinates of outline points 68,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT67Y,y-coordinates of outline points 68,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT68X,x-coordinates of outline points 69,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT68Y,y-coordinates of outline points 69,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT69X,x-coordinates of outline points 70,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT69Y,y-coordinates of outline points 70,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT6X,x-coordinates of outline points 7,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT6Y,y-coordinates of outline points 7,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT70X,x-coordinates of outline points 71,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT70Y,y-coordinates of outline points 71,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT71X,x-coordinates of outline points 72,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT71Y,y-coordinates of outline points 72,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT72X,x-coordinates of outline points 73,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT72Y,y-coordinates of outline points 73,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT73X,x-coordinates of outline points 74,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT73Y,y-coordinates of outline points 74,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT74X,x-coordinates of outline points 75,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT74Y,y-coordinates of outline points 75,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT75X,x-coordinates of outline points 76,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT75Y,y-coordinates of outline points 76,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT76X,x-coordinates of outline points 77,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT76Y,y-coordinates of outline points 77,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT77X,x-coordinates of outline points 78,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT77Y,y-coordinates of outline points 78,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT78X,x-coordinates of outline points 79,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT78Y,y-coordinates of outline points 79,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT79X,x-coordinates of outline points 80,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT79Y,y-coordinates of outline points 80,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT7X,x-coordinates of outline points 8,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT7Y,y-coordinates of outline points 8,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT80X,x-coordinates of outline points 81,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT80Y,y-coordinates of outline points 81,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT81X,x-coordinates of outline points 82,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT81Y,y-coordinates of outline points 82,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT82X,x-coordinates of outline points 83,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT82Y,y-coordinates of outline points 83,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT83X,x-coordinates of outline points 84,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT83Y,y-coordinates of outline points 84,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT84X,x-coordinates of outline points 85,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT84Y,y-coordinates of outline points 85,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT85X,x-coordinates of outline points 86,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT85Y,y-coordinates of outline points 86,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT86X,x-coordinates of outline points 87,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT86Y,y-coordinates of outline points 87,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT87X,x-coordinates of outline points 88,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT87Y,y-coordinates of outline points 88,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT88X,x-coordinates of outline points 89,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT88Y,y-coordinates of outline points 89,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT89X,x-coordinates of outline points 90,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT89Y,y-coordinates of outline points 90,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT8X,x-coordinates of outline points 9,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT8Y,y-coordinates of outline points 9,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT90X,x-coordinates of outline points 91,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT90Y,y-coordinates of outline points 91,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT91X,x-coordinates of outline points 92,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT91Y,y-coordinates of outline points 92,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT92X,x-coordinates of outline points 93,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT92Y,y-coordinates of outline points 93,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT93X,x-coordinates of outline points 94,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT93Y,y-coordinates of outline points 94,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT94X,x-coordinates of outline points 95,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT94Y,y-coordinates of outline points 95,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT9X,x-coordinates of outline points 10,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXPT9Y,y-coordinates of outline points 10,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSAX,x-coordinate of superior anterior point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSAY,y-coordinate of superior anterior point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSMX,x-coordinate of superior mid point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSMY,y-coordinate of superior mid point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSPX,x-coordinate of superior posterior point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSPY,y-coordinate of superior posterior point,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXSQSCR,Genant semi-quantitative score,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXT7CC,T7 fracture invalidity code,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXWDGDE,Percentage of wedge deformity,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXXWDGRT,Amount of wedge,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
SEQN,Sequence number,DXXT7_H,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,2013,2014,Examination,None
DXDLSPST,IVA lateral spine scan status,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXANIDX,Num of the vertebra from 0 (T4) to 12 (L4),DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXANTEH,Anterior height of the vertebra,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXBICDE,Percentage of biconcave deformity,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXBICRT,Amount of biconcave,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXCRUDE,Percentage of UCSF crush deformity,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXCRURT,Amount of UCSF crush,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXIAX,x-coordinate of inferior anterior point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXIAY,y-coordinate of inferior anterior point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXIMX,x-coordinate of inferior mid point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXIMY,y-coordinate of inferior mid point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXINITX,x-coordinate used as center point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
DXXINITY,y-coordinate used as center point,DXXT8_H,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,2013,2014,Examination,None
